ID,X,Y,Z,Description,,,,,,,,,,
HAO:0000402,12,5,3,median complex,,,,,,,,120,50,30
HAO:0000403,13,5,3,humeral plate,,,,,,,,130,50,30
HAO:0000404,1,6,3,humeral sclerite of the metanotum,,,,,,,,10,60,30
HAO:0000405,2,6,3,hymenopteran,,,,,,,,20,60,30
HAO:0000406,3,6,3,hyperoccipital carina,,,,,,,,30,60,30
HAO:0000407,4,6,3,hypoclypeal depression,,,,,,,,40,60,30
HAO:0000408,5,6,3,hypopharyngeal rod,,,,,,,,50,60,30
HAO:0000409,6,6,3,hypopharynx,,,,,,,,60,60,30
HAO:0000410,7,6,3,hypopygium,,,,,,,,70,60,30
HAO:0000411,8,6,3,hypostoma,,,,,,,,80,60,30
HAO:0000412,9,6,3,hypostomal bridge,,,,,,,,90,60,30
HAO:0000413,10,6,3,hypostomal carina,,,,,,,,100,60,30
HAO:0000414,11,6,3,hypostomal sulcus,,,,,,,,110,60,30
HAO:0000415,12,6,3,hypostomal suture,,,,,,,,120,60,30
HAO:0000416,13,6,3,hypostomal tooth,,,,,,,,130,60,30
HAO:0000417,1,7,3,impression,,,,,,,,10,70,30
HAO:0000418,2,7,3,inflection,,,,,,,,20,70,30
HAO:0000419,3,7,3,inner orbit,,,,,,,,30,70,30
HAO:0000420,4,7,3,integrated tarsal plantula,,,,,,,,40,70,30
HAO:0000421,5,7,3,integument,,,,,,,,50,70,30
HAO:0000422,6,7,3,interantennal process,,,,,,,,60,70,30
HAO:0000423,7,7,3,interantennal process,,,,,,,,70,70,30
HAO:0000424,8,7,3,interantennal prominence,,,,,,,,80,70,30
HAO:0000425,9,7,3,interaxillar sulcus,,,,,,,,90,70,30
HAO:0000426,10,7,3,intercoxal space,,,,,,,,100,70,30
HAO:0000427,11,7,3,internal male genitalia,,,,,,,,110,70,30
HAO:0000428,12,7,3,internal metanotal ridge,,,,,,,,120,70,30
HAO:0000429,13,7,3,interocellar pit,,,,,,,,130,70,30
HAO:0000430,1,8,3,interocellar space,,,,,,,,10,80,30
HAO:0000431,2,8,3,interommatidial seta,,,,,,,,20,80,30
HAO:0000432,3,8,3,interorbital space,,,,,,,,30,80,30
HAO:0000433,4,8,3,interpenisvalval muscle,,,,,,,,40,80,30
HAO:0000434,5,8,3,intersegmental membrane,,,,,,,,50,80,30
HAO:0000435,6,8,3,intersegmental membrane-mesobasalar muscle,,,,,,,,60,80,30
HAO:0000436,7,8,3,intersegmentalia,,,,,,,,70,80,30
HAO:0000437,8,8,3,intersternite,,,,,,,,80,80,30
HAO:0000438,9,8,3,interstice,,,,,,,,90,80,30
HAO:0000439,10,8,3,intertorular carina,,,,,,,,100,80,30
HAO:0000440,11,8,3,intervalvula,,,,,,,,110,80,30
HAO:0000441,12,8,3,intervolsellal muscle,,,,,,,,120,80,30
HAO:0000442,13,8,3,intrinsic muscle of the 9th sternum,,,,,,,,130,80,30
HAO:0000443,1,9,3,intrinsic muscle of the gonostipes,,,,,,,,10,90,30
HAO:0000444,2,9,3,intrinsic palpal muscle,,,,,,,,20,90,30
HAO:0000445,3,9,3,jugal region,,,,,,,,30,90,30
HAO:0000446,4,9,3,juxtantennal carina,,,,,,,,40,90,30
HAO:0000447,5,9,3,kleisiades,,,,,,,,50,90,30
HAO:0000448,6,9,3,labial endite,,,,,,,,60,90,30
HAO:0000449,7,9,3,labial gland,,,,,,,,70,90,30
HAO:0000450,8,9,3,labial palp,,,,,,,,80,90,30
HAO:0000451,9,9,3,labial suture,,,,,,,,90,90,30
HAO:0000452,10,9,3,labiomaxillary complex,,,,,,,,100,90,30
HAO:0000453,11,9,3,labium,,,,,,,,110,90,30
HAO:0000454,12,9,3,labral compressor,,,,,,,,120,90,30
HAO:0000455,13,9,3,labral seta,,,,,,,,130,90,30
HAO:0000456,1,10,3,labrum,,,,,,,,10,100,30
HAO:0000457,2,10,3,lacinial lobe,,,,,,,,20,100,30
HAO:0000458,3,10,3,lamella,,,,,,,,30,100,30
HAO:0000459,4,10,3,larva,,,,,,,,40,100,30
HAO:0000460,5,10,3,larval abdomen,,,,,,,,50,100,30
HAO:0000461,6,10,3,larval head,,,,,,,,60,100,30
HAO:0000462,7,10,3,larval tagma,,,,,,,,70,100,30
HAO:0000463,8,10,3,larval thorax,,,,,,,,80,100,30
HAO:0000464,9,10,3,lateral S9-cupulal muscle,,,,,,,,90,100,30
HAO:0000465,10,10,3,lateral apodeme,,,,,,,,100,100,30
HAO:0000466,11,10,3,lateral area of the mesoscutum,,,,,,,,110,100,30
HAO:0000467,12,10,3,lateral articular process,,,,,,,,120,100,30
HAO:0000468,13,10,3,lateral axillar area,,,,,,,,130,100,30
HAO:0000469,1,11,3,lateral bar of the mesoscutellum,,,,,,,,10,110,30
HAO:0000470,2,11,3,lateral basisternal projection,,,,,,,,20,110,30
HAO:0000471,3,11,3,lateral carina of abdominal tergite 3,,,,,,,,30,110,30
HAO:0000472,4,11,3,lateral gonostyle/volsella complex-penisvalval muscle,,,,,,,,40,110,30
HAO:0000473,5,11,3,median gonostyle/volsella complex-volsella muscle,,,,,,,,50,110,30
HAO:0000474,6,11,3,lateral margin of mesoscutum,,,,,,,,60,110,30
HAO:0000475,7,11,3,lateral mesofurcal arm,,,,,,,,70,110,30
HAO:0000476,8,11,3,lateral mesofurco-mesotrochanteral muscle,,,,,,,,80,110,30
HAO:0000477,9,11,3,lateral mesoscutellar spine,,,,,,,,90,110,30
HAO:0000478,10,11,3,lateral metapleuro-metacoxal muscle,,,,,,,,100,110,30
HAO:0000479,11,11,3,lateral neck plate,,,,,,,,110,110,30
HAO:0000480,12,11,3,lateral ocellar line,,,,,,,,120,110,30
HAO:0000481,13,11,3,lateral ocellus,,,,,,,,130,110,30
HAO:0000482,1,12,3,lateral profurco-procoxal muscle,,,,,,,,10,120,30
HAO:0000483,2,12,3,lateral pronotal area,,,,,,,,20,120,30
HAO:0000484,3,12,3,lateral propleural area,,,,,,,,30,120,30
HAO:0000485,4,12,3,lateral propodeal area,,,,,,,,40,120,30
HAO:0000486,5,12,3,lateral propodeal carina,,,,,,,,50,120,30
HAO:0000487,6,12,3,lateral scutellar keel,,,,,,,,60,120,30
HAO:0000488,7,12,3,lateral scutellar pit,,,,,,,,70,120,30
HAO:0000489,8,12,3,lateral suspensor of the mouth,,,,,,,,80,120,30
HAO:0000490,9,12,3,laterocervico-procoxal muscle,,,,,,,,90,120,30
HAO:0000491,10,12,3,laterope,,,,,,,,100,120,30
HAO:0000492,11,12,3,laterophragma,,,,,,,,110,120,30
HAO:0000493,12,12,3,laterotergite,,,,,,,,120,120,30
HAO:0000494,13,12,3,leg,,,,,,,,130,120,30
HAO:0000495,1,13,3,leg segment,,,,,,,,10,130,30
HAO:0000496,2,13,3,ligula,,,,,,,,20,130,30
HAO:0000497,3,13,3,longitudinal carina of the propleuron,,,,,,,,30,130,30
HAO:0000498,4,13,3,longitudinal line of the dorsal profurcal lamella,,,,,,,,40,130,30
HAO:0000499,5,13,3,longitudinal metacoxal carina,,,,,,,,50,130,30
HAO:0000500,6,13,3,longitudinal muscle of the sucking pump,,,,,,,,60,130,30
HAO:0000501,7,13,3,longitudinal vein,,,,,,,,70,130,30
HAO:0000502,8,13,3,lower face,,,,,,,,80,130,30
HAO:0000503,9,13,3,malar line,,,,,,,,90,130,30
HAO:0000504,10,13,3,malar sulcus,,,,,,,,100,130,30
HAO:0000505,11,13,3,male genitalia,,,,,,,,110,130,30
HAO:0000506,12,13,3,mandible,,,,,,,,120,130,30
HAO:0000507,13,13,3,mandibular adductor muscle apodeme,,,,,,,,130,130,30
HAO:0000508,1,1,4,mandibular condyle,,,,,,,,10,10,40
HAO:0000509,2,1,4,mandibular gland,,,,,,,,20,10,40
HAO:0000510,3,1,4,margin,,,,,,,,30,10,40
HAO:0000511,4,1,4,marginal cilia,,,,,,,,40,10,40
HAO:0000512,5,1,4,marginal vein,,,,,,,,50,10,40
HAO:0000513,6,1,4,maxilla,,,,,,,,60,10,40
HAO:0000514,7,1,4,maxillary gland,,,,,,,,70,10,40
HAO:0000515,8,1,4,maxillary palp,,,,,,,,80,10,40
HAO:0000516,9,1,4,medial 9th sterno-cupulal muscle,,,,,,,,90,10,40
HAO:0000517,10,1,4,gonostyle/volsella complex-gonossiculus muscle,,,,,,,,100,10,40
HAO:0000518,11,1,4,medial propodeal furrow,,,,,,,,110,10,40
HAO:0000519,12,1,4,medial vein,,,,,,,,120,10,40
HAO:0000520,13,1,4,median area of the mesoscutum,,,,,,,,130,10,40
HAO:0000521,1,2,4,median mesofurco-mesotrochanteral muscle,,,,,,,,10,20,40
HAO:0000522,2,2,4,median mesoscutal line,,,,,,,,20,20,40
HAO:0000523,3,2,4,median mesoscutal sulcus,,,,,,,,30,20,40
HAO:0000524,4,2,4,median metapleuro-metacoxal muscle,,,,,,,,40,20,40
HAO:0000525,5,2,4,median oblique line,,,,,,,,50,20,40
HAO:0000526,6,2,4,median ocellus,,,,,,,,60,20,40
HAO:0000527,7,2,4,median plate,,,,,,,,70,20,40
HAO:0000528,8,2,4,median profurco-procoxal muscle,,,,,,,,80,20,40
HAO:0000529,9,2,4,median propodeal carina,,,,,,,,90,20,40
HAO:0000530,10,2,4,median propodeal keel,,,,,,,,100,20,40
HAO:0000531,11,2,4,median sclerotized style,,,,,,,,110,20,40
HAO:0000532,12,2,4,median sulcus of postgenal bridge,,,,,,,,120,20,40
HAO:0000533,13,2,4,mediolateral S9-cupulal muscle,,,,,,,,130,20,40
HAO:0000534,1,3,4,mentum,,,,,,,,10,30,40
HAO:0000535,2,3,4,meron,,,,,,,,20,30,40
HAO:0000536,3,3,4,mesepimeral inflection,,,,,,,,30,30,40
HAO:0000537,4,3,4,mesepimeral ridge,,,,,,,,40,30,40
HAO:0000538,5,3,4,mesepimeral sulcus,,,,,,,,50,30,40
HAO:0000539,6,3,4,mesepimeron,,,,,,,,60,30,40
HAO:0000540,7,3,4,mesepisternal groove,,,,,,,,70,30,40
HAO:0000541,8,3,4,mesepisternum,,,,,,,,80,30,40
HAO:0000542,9,3,4,mesobasalare,,,,,,,,90,30,40
HAO:0000543,10,3,4,mesocoxal depression,,,,,,,,100,30,40
HAO:0000544,11,3,4,mesocoxo-mesosubalar muscle,,,,,,,,110,30,40
HAO:0000545,12,3,4,mesodiscrimen,,,,,,,,120,30,40
HAO:0000546,13,3,4,mesodiscrimenal lamella,,,,,,,,130,30,40
HAO:0000547,1,4,4,mesofurca,,,,,,,,10,40,40
HAO:0000548,2,4,4,mesofurcal bridge,,,,,,,,20,40,40
HAO:0000549,3,4,4,mesofurcal pit,,,,,,,,30,40,40
HAO:0000550,4,4,4,mesofurco-mesocoxal muscle,,,,,,,,40,40,40
HAO:0000551,5,4,4,mesofurco-mesolaterophragmal muscle,,,,,,,,50,40,40
HAO:0000552,6,4,4,mesofurco-metabasalar muscle,,,,,,,,60,40,40
HAO:0000553,7,4,4,mesometapleural sulcus,,,,,,,,70,40,40
HAO:0000554,8,4,4,mesometapleural suture,,,,,,,,80,40,40
HAO:0000555,9,4,4,mesometapleuron,,,,,,,,90,40,40
HAO:0000556,10,4,4,mesonotum,,,,,,,,100,40,40
HAO:0000557,11,4,4,mesopectus,,,,,,,,110,40,40
HAO:0000558,12,4,4,mesophragma,,,,,,,,120,40,40
HAO:0000559,13,4,4,mesopleural carina,,,,,,,,130,40,40
HAO:0000560,1,5,4,mesopleural epicoxal sulcus,,,,,,,,10,50,40
HAO:0000561,2,5,4,mesopleural pit,,,,,,,,20,50,40
HAO:0000562,3,5,4,mesopleural triangle,,,,,,,,30,50,40
HAO:0000563,4,5,4,mesopleuro-mesobasalar muscle,,,,,,,,40,50,40
HAO:0000564,5,5,4,mesopleuro-mesocoxal muscle,,,,,,,,50,50,40
HAO:0000565,6,5,4,mesopleuro-third axillary sclerite of hind wing muscle,,,,,,,,60,50,40
HAO:0000566,7,5,4,mesopleuron,,,,,,,,70,50,40
HAO:0000567,8,5,4,mesopostnotum,,,,,,,,80,50,40
HAO:0000568,9,5,4,mesopostscutellum,,,,,,,,90,50,40
HAO:0000569,10,5,4,mesoscutal humeral sulcus,,,,,,,,100,50,40
HAO:0000570,11,5,4,mesoscutal suprahumeral sulcus,,,,,,,,110,50,40
HAO:0000571,12,5,4,mesoscutellar appendage,,,,,,,,120,50,40
HAO:0000572,13,5,4,mesoscutellar-axillar complex,,,,,,,,130,50,40
HAO:0000573,1,6,4,mesoscutello-metanotal muscle,,,,,,,,10,60,40
HAO:0000574,2,6,4,mesoscutellum,,,,,,,,20,60,40
HAO:0000575,3,6,4,mesoscutum,,,,,,,,30,60,40
HAO:0000576,4,6,4,mesosoma,,,,,,,,40,60,40
HAO:0000577,5,6,4,mesospinasterno-metafurcal muscle,,,,,,,,50,60,40
HAO:0000578,6,6,4,mesosterno-mesocoxal muscle,,,,,,,,60,60,40
HAO:0000579,7,6,4,mesosterno-procoxal muscle,,,,,,,,70,60,40
HAO:0000580,8,6,4,mesosternum,,,,,,,,80,60,40
HAO:0000581,9,6,4,mesosubalare,,,,,,,,90,60,40
HAO:0000582,10,6,4,anterior thoracic spiracle,,,,,,,,100,60,40
HAO:0000583,11,6,4,mesothorax,,,,,,,,110,60,40
HAO:0000584,12,6,4,mesotrochantin,,,,,,,,120,60,40
HAO:0000585,13,6,4,mesotrochantinal plate,,,,,,,,130,60,40
HAO:0000586,1,7,4,metabasalare,,,,,,,,10,70,40
HAO:0000587,2,7,4,metacoxa,,,,,,,,20,70,40
HAO:0000588,3,7,4,metacoxal depression,,,,,,,,30,70,40
HAO:0000589,4,7,4,metacoxo-metasubalar muscle,,,,,,,,40,70,40
HAO:0000590,5,7,4,metadiscrimen,,,,,,,,50,70,40
HAO:0000591,6,7,4,metadiscrimenal lamella,,,,,,,,60,70,40
HAO:0000592,7,7,4,metafurca,,,,,,,,70,70,40
HAO:0000593,8,7,4,metafurcal arm,,,,,,,,80,70,40
HAO:0000594,9,7,4,metafurcal pit,,,,,,,,90,70,40
HAO:0000595,10,7,4,metafurco-mesofurcal,,,,,,,,100,70,40
HAO:0000596,11,7,4,metafurco-metacoxal muscle,,,,,,,,110,70,40
HAO:0000597,12,7,4,metafurco-metatrochanteral muscle,,,,,,,,120,70,40
HAO:0000598,13,7,4,metafurco-second abdominal sternal muscle,,,,,,,,130,70,40
HAO:0000599,1,8,4,metanotal spine,,,,,,,,10,80,40
HAO:0000600,2,8,4,metanotal trough,,,,,,,,20,80,40
HAO:0000601,3,8,4,metanotal-propodeal sulcus,,,,,,,,30,80,40
HAO:0000602,4,8,4,metanoto-metatrochanteral muscle,,,,,,,,40,80,40
HAO:0000603,5,8,4,metanotum,,,,,,,,50,80,40
HAO:0000604,6,8,4,metapectal-propodeal complex,,,,,,,,60,80,40
HAO:0000605,7,8,4,metapectus,,,,,,,,70,80,40
HAO:0000606,8,8,4,metaphragma,,,,,,,,80,80,40
HAO:0000607,9,8,4,metapleural apodeme,,,,,,,,90,80,40
HAO:0000608,10,8,4,metapleural arm,,,,,,,,100,80,40
HAO:0000609,11,8,4,metapleural carina,,,,,,,,110,80,40
HAO:0000610,12,8,4,metapleural epicoxal carina,,,,,,,,120,80,40
HAO:0000611,13,8,4,metapleural epicoxal sulcus,,,,,,,,130,80,40
HAO:0000612,1,9,4,metapleural pit,,,,,,,,10,90,40
HAO:0000613,2,9,4,metapleural ridge,,,,,,,,20,90,40
HAO:0000614,3,9,4,metapleural sulcus,,,,,,,,30,90,40
HAO:0000615,4,9,4,metapleural triangle,,,,,,,,40,90,40
HAO:0000616,5,9,4,metapleuro-metabasalar muscle,,,,,,,,50,90,40
HAO:0000617,6,9,4,metapleuro-metanotal muscle,,,,,,,,60,90,40
HAO:0000618,7,9,4,metapleuro-metasubalar muscle,,,,,,,,70,90,40
HAO:0000619,8,9,4,metapleuro-metatrochanteral muscle,,,,,,,,80,90,40
HAO:0000620,9,9,4,metapleuro-third axillary sclerite of hind wing muscle,,,,,,,,90,90,40
HAO:0000621,10,9,4,metapleuron,,,,,,,,100,90,40
HAO:0000622,11,9,4,metapostnotum,,,,,,,,110,90,40
HAO:0000623,12,9,4,metascutellar arm,,,,,,,,120,90,40
HAO:0000624,13,9,4,metascutellar carina,,,,,,,,130,90,40
HAO:0000625,1,10,4,metascutellum,,,,,,,,10,100,40
HAO:0000626,2,10,4,metasoma,,,,,,,,20,100,40
HAO:0000627,3,10,4,metasomal depression,,,,,,,,30,100,40
HAO:0000628,4,10,4,metasternum,,,,,,,,40,100,40
HAO:0000629,5,10,4,metasubalare,,,,,,,,50,100,40
HAO:0000630,6,10,4,metathorax,,,,,,,,60,100,40
HAO:0000631,7,10,4,metatibia,,,,,,,,70,100,40
HAO:0000632,8,10,4,metepimeron,,,,,,,,80,100,40
HAO:0000633,9,10,4,metepisternal depression,,,,,,,,90,100,40
HAO:0000634,10,10,4,metepisternum,,,,,,,,100,100,40
HAO:0000635,11,10,4,mid coxa,,,,,,,,110,100,40
HAO:0000636,12,10,4,mid leg,,,,,,,,120,100,40
HAO:0000637,13,10,4,midpit,,,,,,,,130,100,40
HAO:0000638,1,11,4,monocondylic joint,,,,,,,,10,110,40
HAO:0000639,2,11,4,mouthparts,,,,,,,,20,110,40
HAO:0000640,3,11,4,multiporous plate sensillum,,,,,,,,30,110,40
HAO:0000641,4,11,4,muscle,,,,,,,,40,110,40
HAO:0000642,5,11,4,muscle bearing process of the metanotum,,,,,,,,50,110,40
HAO:0000643,6,11,4,musculus retractor unguis,,,,,,,,60,110,40
HAO:0000644,7,11,4,netrion,,,,,,,,70,110,40
HAO:0000645,8,11,4,netrion apodeme,,,,,,,,80,110,40
HAO:0000646,9,11,4,netrion sulcus,,,,,,,,90,110,40
HAO:0000647,10,11,4,notaulus,,,,,,,,100,110,40
HAO:0000648,11,11,4,notch,,,,,,,,110,110,40
HAO:0000649,12,11,4,notopleural suture,,,,,,,,120,110,40
HAO:0000650,13,11,4,notum,,,,,,,,130,110,40
HAO:0000651,1,12,4,nucha,,,,,,,,10,120,40
HAO:0000652,2,12,4,occipital arch,,,,,,,,20,120,40
HAO:0000653,3,12,4,occipital carina,,,,,,,,30,120,40
HAO:0000654,4,12,4,propleural fossa of the cranium,,,,,,,,40,120,40
HAO:0000655,5,12,4,occipital depression,,,,,,,,50,120,40
HAO:0000656,6,12,4,occipital sulcus,,,,,,,,60,120,40
HAO:0000657,7,12,4,occiptal condyle,,,,,,,,70,120,40
HAO:0000658,8,12,4,occiput,,,,,,,,80,120,40
HAO:0000659,9,12,4,occlusor muscle apodeme,,,,,,,,90,120,40
HAO:0000660,10,12,4,ocellar fovea,,,,,,,,100,120,40
HAO:0000661,11,12,4,ocellus,,,,,,,,110,120,40
HAO:0000662,12,12,4,ocular ocellar line,,,,,,,,120,120,40
HAO:0000663,13,12,4,ocular sclerite,,,,,,,,130,120,40
HAO:0000664,1,13,4,ocular suture,,,,,,,,10,130,40
HAO:0000665,2,13,4,odontoidea,,,,,,,,20,130,40
HAO:0000666,3,13,4,ommatidium,,,,,,,,30,130,40
HAO:0000667,4,13,4,open coxal cavity,,,,,,,,40,130,40
HAO:0000668,5,13,4,operculum,,,,,,,,50,130,40
HAO:0000669,6,13,4,oral cavity,,,,,,,,60,130,40
HAO:0000670,7,13,4,oral foramen,,,,,,,,70,130,40
HAO:0000671,8,13,4,orbicula,,,,,,,,80,130,40
HAO:0000672,9,13,4,orbit,,,,,,,,90,130,40
HAO:0000673,10,13,4,orbital band,,,,,,,,100,130,40
HAO:0000674,11,13,4,orbital carina,,,,,,,,110,130,40
HAO:0000675,12,13,4,outer carina of the mandible,,,,,,,,120,130,40
HAO:0000676,13,13,4,outer groove,,,,,,,,130,130,40
HAO:0000677,1,1,5,outer orbit,,,,,,,,10,10,50
HAO:0000678,2,1,5,ovipore,,,,,,,,20,10,50
HAO:0000679,3,1,5,ovipositor,,,,,,,,30,10,50
HAO:0000680,4,1,5,ovipositor sheath,,,,,,,,40,10,50
HAO:0000681,5,1,5,paddle shaped seta,,,,,,,,50,10,50
HAO:0000682,6,1,5,palpifer,,,,,,,,60,10,50
HAO:0000683,7,1,5,palpus,,,,,,,,70,10,50
HAO:0000684,8,1,5,paracoxal ridge,,,,,,,,80,10,50
HAO:0000685,9,1,5,paracoxal sulcus,,,,,,,,90,10,50
HAO:0000686,10,1,5,paraglossa,,,,,,,,100,10,50
HAO:0000687,11,1,5,premento-paraglossal muscle,,,,,,,,110,10,50
HAO:0000688,12,1,5,paramandibular process,,,,,,,,120,10,50
HAO:0000689,13,1,5,paraocular area,,,,,,,,130,10,50
HAO:0000690,1,2,5,paraocular carina,,,,,,,,10,20,50
HAO:0000691,2,2,5,paraocular lobe,,,,,,,,20,20,50
HAO:0000692,3,2,5,parapenis,,,,,,,,30,20,50
HAO:0000693,4,2,5,parapenisjugum,,,,,,,,40,20,50
HAO:0000694,5,2,5,parapsidal line,,,,,,,,50,20,50
HAO:0000695,6,2,5,parapsis,,,,,,,,60,20,50
HAO:0000696,7,2,5,parascrobal area,,,,,,,,70,20,50
HAO:0000697,8,2,5,parascutal carina,,,,,,,,80,20,50
HAO:0000698,9,2,5,paravalva,,,,,,,,90,20,50
HAO:0000699,10,2,5,parietal,,,,,,,,100,20,50
HAO:0000700,11,2,5,parietal band,,,,,,,,110,20,50
HAO:0000701,12,2,5,parossiculo-penisvalval muscle,,,,,,,,120,20,50
HAO:0000702,13,2,5,parossiculo-phallotremal muscle,,,,,,,,130,20,50
HAO:0000703,1,3,5,parossiculus,,,,,,,,10,30,50
HAO:0000704,2,3,5,patch,,,,,,,,20,30,50
HAO:0000705,3,3,5,pectus,,,,,,,,30,30,50
HAO:0000706,4,3,5,pedicel,,,,,,,,40,30,50
HAO:0000707,5,3,5,penisvalva,,,,,,,,50,30,50
HAO:0000708,6,3,5,penisvalvo-endophallal muscle,,,,,,,,60,30,50
HAO:0000709,7,3,5,penisvalvo-gonossiculal muscle,,,,,,,,70,30,50
HAO:0000710,8,3,5,penisvalvo-phallotremal muscle,,,,,,,,80,30,50
HAO:0000711,9,3,5,peristome,,,,,,,,90,30,50
HAO:0000712,10,3,5,peritreme,,,,,,,,100,30,50
HAO:0000713,11,3,5,phallobase,,,,,,,,110,30,50
HAO:0000714,12,3,5,phallotrema,,,,,,,,120,30,50
HAO:0000715,13,3,5,pharate adult,,,,,,,,130,30,50
HAO:0000716,1,4,5,phragma,,,,,,,,10,40,50
HAO:0000717,2,4,5,pile,,,,,,,,20,40,50
HAO:0000718,3,4,5,pit,,,,,,,,30,40,50
HAO:0000719,4,4,5,planta,,,,,,,,40,40,50
HAO:0000720,5,4,5,pleural apodeme,,,,,,,,50,40,50
HAO:0000721,6,4,5,pleural apophysis,,,,,,,,60,40,50
HAO:0000722,7,4,5,pleural area,,,,,,,,70,40,50
HAO:0000723,8,4,5,pleural pit,,,,,,,,80,40,50
HAO:0000724,9,4,5,pleural ridge,,,,,,,,90,40,50
HAO:0000725,10,4,5,pleural suture,,,,,,,,100,40,50
HAO:0000726,11,4,5,pleural wing process,,,,,,,,110,40,50
HAO:0000727,12,4,5,pleurite,,,,,,,,120,40,50
HAO:0000728,13,4,5,pleuro-ventral line,,,,,,,,130,40,50
HAO:0000729,1,5,5,pleuron,,,,,,,,10,50,50
HAO:0000730,2,5,5,pleurostoma,,,,,,,,20,50,50
HAO:0000731,3,5,5,pleurostomal condyle,,,,,,,,30,50,50
HAO:0000732,4,5,5,pleurostomal fossa,,,,,,,,40,50,50
HAO:0000733,5,5,5,pleurostomal ridge,,,,,,,,50,50,50
HAO:0000734,6,5,5,pleurostomal suture,,,,,,,,60,50,50
HAO:0000735,7,5,5,plica,,,,,,,,70,50,50
HAO:0000736,8,5,5,plica basalis,,,,,,,,80,50,50
HAO:0000737,9,5,5,plica vannalis,,,,,,,,90,50,50
HAO:0000738,10,5,5,plical area,,,,,,,,100,50,50
HAO:0000739,11,5,5,pollex,,,,,,,,110,50,50
HAO:0000740,12,5,5,postacetabular patch,,,,,,,,120,50,50
HAO:0000741,13,5,5,postacetabular sulcus,,,,,,,,130,50,50
HAO:0000742,1,6,5,postalar process,,,,,,,,10,60,50
HAO:0000743,2,6,5,postclypeus,,,,,,,,20,60,50
HAO:0000744,3,6,5,postcubitus,,,,,,,,30,60,50
HAO:0000745,4,6,5,anterior cranio-mandibular muscle,,,,,,,,40,60,50
HAO:0000746,5,6,5,posterior extension of preaxilla,,,,,,,,50,60,50
HAO:0000747,6,6,5,posterior glossal plate,,,,,,,,60,60,50
HAO:0000748,7,6,5,posterior glossal sclerite,,,,,,,,70,60,50
HAO:0000749,8,6,5,posterior labral retractor,,,,,,,,80,60,50
HAO:0000750,9,6,5,posterior lingual plate,,,,,,,,90,60,50
HAO:0000751,10,6,5,posterior mesepimeral area,,,,,,,,100,60,50
HAO:0000752,11,6,5,posterior mesepimeral inflection,,,,,,,,110,60,50
HAO:0000753,12,6,5,posterior mesofurco-mesolaterophragmal muscle,,,,,,,,120,60,50
HAO:0000754,13,6,5,posterior mesonoto-mesotrochanteral muscle,,,,,,,,130,60,50
HAO:0000755,1,7,5,posterior mesopleuro-mesofurcal muscle,,,,,,,,10,70,50
HAO:0000756,2,7,5,posterior mesopleuro-third axillary sclerite of fore wing muscle,,,,,,,,20,70,50
HAO:0000757,3,7,5,posterior mesoscutellar sulcus,,,,,,,,30,70,50
HAO:0000758,4,7,5,posterior notal wing process,,,,,,,,40,70,50
HAO:0000759,5,7,5,posterior ocellar line,,,,,,,,50,70,50
HAO:0000760,6,7,5,posterior profurcal lamella,,,,,,,,60,70,50
HAO:0000761,7,7,5,posterior pronotal inflection,,,,,,,,70,70,50
HAO:0000762,8,7,5,posterior pronotal sulcus,,,,,,,,80,70,50
HAO:0000763,9,7,5,posterior propodeal projection,,,,,,,,90,70,50
HAO:0000764,10,7,5,posterior scutellar depression,,,,,,,,100,70,50
HAO:0000765,11,7,5,posterior scutum,,,,,,,,110,70,50
HAO:0000766,12,7,5,posterior subalar pit,,,,,,,,120,70,50
HAO:0000767,13,7,5,posterior supraalar area,,,,,,,,130,70,50
HAO:0000768,1,8,5,posterior tentorial pit,,,,,,,,10,80,50
HAO:0000769,2,8,5,posterior thoracic spiracle,,,,,,,,20,80,50
HAO:0000770,3,8,5,posterodorsal edge of pronotum,,,,,,,,30,80,50
HAO:0000771,4,8,5,posterodorsal edge of the mesopleuron,,,,,,,,40,80,50
HAO:0000772,5,8,5,posterolateral pronotal area,,,,,,,,50,80,50
HAO:0000773,6,8,5,posterolateral pronotal carina,,,,,,,,60,80,50
HAO:0000774,7,8,5,posterolateral pronotal sulcus,,,,,,,,70,80,50
HAO:0000775,8,8,5,posteroventral metapleural pit,,,,,,,,80,80,50
HAO:0000776,9,8,5,postgena,,,,,,,,90,80,50
HAO:0000777,10,8,5,postgenal bridge,,,,,,,,100,80,50
HAO:0000778,11,8,5,postgenal cushion,,,,,,,,110,80,50
HAO:0000779,12,8,5,postgenal pit,,,,,,,,120,80,50
HAO:0000780,13,8,5,postgenal sulcus,,,,,,,,130,80,50
HAO:0000781,1,9,5,postgenal suture,,,,,,,,10,90,50
HAO:0000782,2,9,5,postlabium,,,,,,,,20,90,50
HAO:0000783,3,9,5,postmarginal vein,,,,,,,,30,90,50
HAO:0000784,4,9,5,postmedian notal wing process,,,,,,,,40,90,50
HAO:0000785,5,9,5,postmentum,,,,,,,,50,90,50
HAO:0000786,6,9,5,postnotum,,,,,,,,60,90,50
HAO:0000787,7,9,5,postoccipital ridge,,,,,,,,70,90,50
HAO:0000788,8,9,5,postoccipital sulcus,,,,,,,,80,90,50
HAO:0000789,9,9,5,postoccipital suture,,,,,,,,90,90,50
HAO:0000790,10,9,5,postocciput,,,,,,,,100,90,50
