ID,X,Y,Z,Label,Placed
HAO:0000424,-28.94802,10.02,-5.578019, interantennal prominence,False
HAO:0000425,-27.88736,10.02,-4.517359, interaxillar sulcus,False
HAO:0000426,-26.8267,10.02,-3.456699, intercoxal space,False
HAO:0000427,-25.76604,10.02,-2.396039, internal male genitalia,False
HAO:0000428,-24.70538,10.02,-1.335379, internal metanotal ridge,False
HAO:0000429,-23.64472,10.02,-0.274719, interocellar pit,False
HAO:0000430,-22.58406,10.02,0.785942, interocellar space,False
HAO:0000431,-21.5234,10.02,1.846602, interommatidial seta,False
HAO:0000432,-20.46274,10.02,2.907262, interorbital space,False
HAO:0000433,-19.40208,10.02,3.967922, interpenisvalval muscle,False
HAO:0000434,-18.34142,10.02,5.028582, intersegmental membrane,False
HAO:0000435,-17.28076,10.02,6.089242, intersegmental membrane-mesobasalar muscle,False
HAO:0000436,-16.2201,10.02,7.149903, intersegmentalia,False
HAO:0000437,-13.97927,9.735012,9.663975, intersternite,False
HAO:0000438,-14.09878,10.02,9.271223, interstice,False
HAO:0000439,46.45,0.6500001,6.85, intertorular carina,True
HAO:0000440,-11.97746,10.02,11.39254, intervalvula,False
HAO:0000441,-10.9168,10.02,12.4532, intervolsellal muscle,False
HAO:0000442,-9.856136,10.02,13.51386, intrinsic muscle of the 9th sternum,False
HAO:0000443,-8.795476,10.02,14.57452, intrinsic muscle of the gonostipes,False
HAO:0000444,-7.734816,10.02,15.63518, intrinsic palpal muscle,False
HAO:0000445,-6.674156,10.02,16.69584, jugal region,False
HAO:0000446,-5.613496,10.02,17.7565, juxtantennal carina,False
HAO:0000447,-4.552836,10.02,18.81716, kleisiades,False
HAO:0000448,-3.492175,10.02,19.87782, labial endite,False
HAO:0000449,-2.431515,10.02,20.93848, labial gland,False
HAO:0000450,-1.370855,10.02,21.99915, labial palp,False
HAO:0000451,-32.13,31.02,-8.76, labial suture,False
HAO:0000452,-31.06934,31.02,-7.69934, labiomaxillary complex,False
HAO:0000453,-30.00868,31.02,-6.63868, labium,False
HAO:0000454,-28.94802,31.02,-5.578019, labral compressor,False
HAO:0000455,-27.88736,31.02,-4.517359, labral seta,False
HAO:0000456,-26.8267,31.02,-3.456699, labrum,False
HAO:0000457,-25.76604,31.02,-2.396039, lacinial lobe,False
HAO:0000458,-24.70538,31.02,-1.335379, lamella,False
HAO:0000459,-23.64472,31.02,-0.274719, larva,False
HAO:0000460,-22.58406,31.02,0.785942, larval abdomen,False
HAO:0000461,-21.5234,31.02,1.846602, larval head,False
HAO:0000462,-20.46274,31.02,2.907262, larval tagma,False
HAO:0000463,-19.40208,31.02,3.967922, larval thorax,False
HAO:0000464,-18.34142,31.02,5.028582, lateral S9-cupulal muscle,False
HAO:0000465,-17.28076,31.02,6.089242, lateral apodeme,False
HAO:0000466,-16.2201,31.02,7.149903, lateral area of the mesoscutum,False
HAO:0000467,-15.15944,31.02,8.210563, lateral articular process,False
HAO:0000468,-14.09878,31.02,9.271223, lateral axillar area,False
HAO:0000469,-13.03812,31.02,10.33188, lateral bar of the mesoscutellum,False
HAO:0000470,-11.97746,31.02,11.39254, lateral basisternal projection,False
HAO:0000471,-10.9168,31.02,12.4532, lateral carina of abdominal tergite 3,False
HAO:0000472,-9.856136,31.02,13.51386, lateral gonostyle/volsella complex-penisvalval muscle,False
HAO:0000473,-8.795476,31.02,14.57452, median gonostyle/volsella complex-volsella muscle,False
HAO:0000474,-7.734816,31.02,15.63518, lateral margin of mesoscutum,False
HAO:0000475,-6.674156,31.02,16.69584, lateral mesofurcal arm,False
HAO:0000476,-5.613496,31.02,17.7565, lateral mesofurco-mesotrochanteral muscle,False
HAO:0000477,-4.552836,31.02,18.81716, lateral mesoscutellar spine,False
HAO:0000478,-3.492175,31.02,19.87782, lateral metapleuro-metacoxal muscle,False
HAO:0000479,-2.431515,31.02,20.93848, lateral neck plate,False
HAO:0000480,-1.370855,31.02,21.99915, lateral ocellar line,False
HAO:0000481,-32.13,29.52,-8.76, lateral ocellus,False
HAO:0000482,-31.06934,29.52,-7.69934, lateral profurco-procoxal muscle,False
HAO:0000483,-30.00868,29.52,-6.63868, lateral pronotal area,False
HAO:0000484,-28.94802,29.52,-5.578019, lateral propleural area,False
HAO:0000485,-27.88736,29.52,-4.517359, lateral propodeal area,False
HAO:0000486,-26.8267,29.52,-3.456699, lateral propodeal carina,False
HAO:0000487,-25.76604,29.52,-2.396039, lateral scutellar keel,False
HAO:0000488,-24.70538,29.52,-1.335379, lateral scutellar pit,False
HAO:0000489,-23.64472,29.52,-0.274719, lateral suspensor of the mouth,False
HAO:0000490,-22.58406,29.52,0.785942, laterocervico-procoxal muscle,False
HAO:0000491,-21.5234,29.52,1.846602, laterope,False
HAO:0000492,-20.46274,29.52,2.907262, laterophragma,False
HAO:0000493,-19.40208,29.52,3.967922, laterotergite,False
HAO:0000494,-18.34142,29.52,5.028582, leg,False
HAO:0000495,-17.28076,29.52,6.089242, leg segment,False
HAO:0000496,-16.2201,29.52,7.149903, ligula,False
HAO:0000497,-15.15944,29.52,8.210563, longitudinal carina of the propleuron,False
HAO:0000498,-14.09878,29.52,9.271223, longitudinal line of the dorsal profurcal lamella,False
HAO:0000499,-13.03812,29.52,10.33188, longitudinal metacoxal carina,False
HAO:0000500,-11.97746,29.52,11.39254, longitudinal muscle of the sucking pump,False
HAO:0000501,-10.9168,29.52,12.4532, longitudinal vein,False
HAO:0000502,-9.856136,29.52,13.51386, lower face,False
HAO:0000503,-8.795476,29.52,14.57452, malar line,False
HAO:0000504,-7.734816,29.52,15.63518, malar sulcus,False
HAO:0000505,-6.674156,29.52,16.69584, male genitalia,False
HAO:0000506,-5.613496,29.52,17.7565, mandible,False
HAO:0000507,-4.552836,29.52,18.81716, mandibular adductor muscle apodeme,False
HAO:0000508,-3.492175,29.52,19.87782, mandibular condyle,False
HAO:0000509,-2.431515,29.52,20.93848, mandibular gland,False
HAO:0000510,-1.370855,29.52,21.99915, margin,False
HAO:0000511,-32.13,28.02,-8.76, marginal cilia,False
HAO:0000512,-31.06934,28.02,-7.69934, marginal vein,False
HAO:0000513,-30.00868,28.02,-6.63868, maxilla,False
HAO:0000514,-28.94802,28.02,-5.578019, maxillary gland,False
HAO:0000515,-27.88736,28.02,-4.517359, maxillary palp,False
HAO:0000516,-26.8267,28.02,-3.456699, medial 9th sterno-cupulal muscle,False
HAO:0000517,-25.76604,28.02,-2.396039, gonostyle/volsella complex-gonossiculus muscle,False
HAO:0000518,-24.70538,28.02,-1.335379, medial propodeal furrow,False
HAO:0000519,-23.64472,28.02,-0.274719, medial vein,False
HAO:0000520,-22.58406,28.02,0.785942, median area of the mesoscutum,False
HAO:0000521,-21.5234,28.02,1.846602, median mesofurco-mesotrochanteral muscle,False
HAO:0000522,-20.46274,28.02,2.907262, median mesoscutal line,False
HAO:0000523,-19.40208,28.02,3.967922, median mesoscutal sulcus,False
HAO:0000524,-18.34142,28.02,5.028582, median metapleuro-metacoxal muscle,False
HAO:0000525,-17.28076,28.02,6.089242, median oblique line,False
HAO:0000526,-16.2201,28.02,7.149903, median ocellus,False
HAO:0000527,-15.15944,28.02,8.210563, median plate,False
HAO:0000528,-14.09878,28.02,9.271223, median profurco-procoxal muscle,False
HAO:0000529,-13.03812,28.02,10.33188, median propodeal carina,False
HAO:0000530,-11.97746,28.02,11.39254, median propodeal keel,False
HAO:0000531,-10.9168,28.02,12.4532, median sclerotized style,False
HAO:0000532,-9.856136,28.02,13.51386, median sulcus of postgenal bridge,False
HAO:0000533,-8.795476,28.02,14.57452, mediolateral S9-cupulal muscle,False
HAO:0000534,-7.734816,28.02,15.63518, mentum,False
HAO:0000535,-6.674156,28.02,16.69584, meron,False
HAO:0000536,-5.613496,28.02,17.7565, mesepimeral inflection,False
HAO:0000537,-4.552836,28.02,18.81716, mesepimeral ridge,False
HAO:0000538,-3.492175,28.02,19.87782, mesepimeral sulcus,False
HAO:0000539,-2.431515,28.02,20.93848, mesepimeron,False
HAO:0000540,-1.370855,28.02,21.99915, mesepisternal groove,False
HAO:0000541,-32.13,26.52,-8.76, mesepisternum,False
HAO:0000542,-31.06934,26.52,-7.69934, mesobasalare,False
HAO:0000543,-30.00868,26.52,-6.63868, mesocoxal depression,False
HAO:0000544,-28.94802,26.52,-5.578019, mesocoxo-mesosubalar muscle,False
HAO:0000545,-27.88736,26.52,-4.517359, mesodiscrimen,False
HAO:0000546,-26.8267,26.52,-3.456699, mesodiscrimenal lamella,False
HAO:0000547,-25.76604,26.52,-2.396039, mesofurca,False
HAO:0000548,-24.70538,26.52,-1.335379, mesofurcal bridge,False
HAO:0000549,-23.64472,26.52,-0.274719, mesofurcal pit,False
HAO:0000550,-22.58406,26.52,0.785942, mesofurco-mesocoxal muscle,False
HAO:0000551,-21.5234,26.52,1.846602, mesofurco-mesolaterophragmal muscle,False
HAO:0000552,-20.46274,26.52,2.907262, mesofurco-metabasalar muscle,False
HAO:0000553,-19.40208,26.52,3.967922, mesometapleural sulcus,False
HAO:0000554,-18.34142,26.52,5.028582, mesometapleural suture,False
HAO:0000555,-17.28076,26.52,6.089242, mesometapleuron,False
HAO:0000556,-16.2201,26.52,7.149903, mesonotum,False
HAO:0000557,-15.15944,26.52,8.210563, mesopectus,False
HAO:0000558,-14.09878,26.52,9.271223, mesophragma,False
HAO:0000559,-13.03812,26.52,10.33188, mesopleural carina,False
HAO:0000560,-11.97746,26.52,11.39254, mesopleural epicoxal sulcus,False
HAO:0000561,-10.9168,26.52,12.4532, mesopleural pit,False
HAO:0000562,-9.856136,26.52,13.51386, mesopleural triangle,False
HAO:0000563,-8.795476,26.52,14.57452, mesopleuro-mesobasalar muscle,False
HAO:0000564,-7.734816,26.52,15.63518, mesopleuro-mesocoxal muscle,False
HAO:0000565,-6.674156,26.52,16.69584, mesopleuro-third axillary sclerite of hind wing muscle,False
HAO:0000566,-5.613496,26.52,17.7565, mesopleuron,False
HAO:0000567,-4.552836,26.52,18.81716, mesopostnotum,False
HAO:0000568,-3.492175,26.52,19.87782, mesopostscutellum,False
HAO:0000569,-2.431515,26.52,20.93848, mesoscutal humeral sulcus,False
HAO:0000570,-1.370855,26.52,21.99915, mesoscutal suprahumeral sulcus,False
HAO:0000571,-32.13,25.02,-8.76, mesoscutellar appendage,False
HAO:0000572,-31.06934,25.02,-7.69934, mesoscutellar-axillar complex,False
HAO:0000573,-30.00868,25.02,-6.63868, mesoscutello-metanotal muscle,False
HAO:0000574,-28.94802,25.02,-5.578019, mesoscutellum,False
HAO:0000575,-27.88736,25.02,-4.517359, mesoscutum,False
HAO:0000576,-26.8267,25.02,-3.456699, mesosoma,False
HAO:0000577,-25.76604,25.02,-2.396039, mesospinasterno-metafurcal muscle,False
HAO:0000578,-24.70538,25.02,-1.335379, mesosterno-mesocoxal muscle,False
HAO:0000579,-23.64472,25.02,-0.274719, mesosterno-procoxal muscle,False
HAO:0000580,-22.58406,25.02,0.785942, mesosternum,False
HAO:0000581,-21.5234,25.02,1.846602, mesosubalare,False
HAO:0000582,-20.46274,25.02,2.907262, anterior thoracic spiracle,False
HAO:0000583,-19.40208,25.02,3.967922, mesothorax,False
HAO:0000584,-18.34142,25.02,5.028582, mesotrochantin,False
HAO:0000585,-17.28076,25.02,6.089242, mesotrochantinal plate,False
HAO:0000586,-16.2201,25.02,7.149903, metabasalare,False
HAO:0000587,-15.15944,25.02,8.210563, metacoxa,False
HAO:0000588,-14.09878,25.02,9.271223, metacoxal depression,False
HAO:0000589,-13.03812,25.02,10.33188, metacoxo-metasubalar muscle,False
HAO:0000590,-11.97746,25.02,11.39254, metadiscrimen,False
HAO:0000591,-10.9168,25.02,12.4532, metadiscrimenal lamella,False
HAO:0000592,-9.856136,25.02,13.51386, metafurca,False
HAO:0000593,-8.795476,25.02,14.57452, metafurcal arm,False
HAO:0000594,-7.734816,25.02,15.63518, metafurcal pit,False
HAO:0000595,-6.674156,25.02,16.69584, metafurco-mesofurcal,False
HAO:0000596,-5.613496,25.02,17.7565, metafurco-metacoxal muscle,False
HAO:0000597,-4.552836,25.02,18.81716, metafurco-metatrochanteral muscle,False
HAO:0000598,-3.492175,25.02,19.87782, metafurco-second abdominal sternal muscle,False
HAO:0000599,-2.431515,25.02,20.93848, metanotal spine,False
HAO:0000600,-1.370855,25.02,21.99915, metanotal trough,False
HAO:0000601,-32.13,23.52,-8.76, metanotal-propodeal sulcus,False
HAO:0000602,-31.06934,23.52,-7.69934, metanoto-metatrochanteral muscle,False
HAO:0000603,-30.00868,23.52,-6.63868, metanotum,False
HAO:0000604,-28.94802,23.52,-5.578019, metapectal-propodeal complex,False
HAO:0000605,-27.88736,23.52,-4.517359, metapectus,False
HAO:0000606,-26.8267,23.52,-3.456699, metaphragma,False
HAO:0000607,-25.76604,23.52,-2.396039, metapleural apodeme,False
HAO:0000608,-24.70538,23.52,-1.335379, metapleural arm,False
HAO:0000609,-23.64472,23.52,-0.274719, metapleural carina,False
HAO:0000610,-22.58406,23.52,0.785942, metapleural epicoxal carina,False
HAO:0000611,-21.5234,23.52,1.846602, metapleural epicoxal sulcus,False
HAO:0000612,-20.46274,23.52,2.907262, metapleural pit,False
HAO:0000613,-19.40208,23.52,3.967922, metapleural ridge,False
HAO:0000614,-18.34142,23.52,5.028582, metapleural sulcus,False
HAO:0000615,-17.28076,23.52,6.089242, metapleural triangle,False
HAO:0000616,-16.2201,23.52,7.149903, metapleuro-metabasalar muscle,False
HAO:0000617,-15.15944,23.52,8.210563, metapleuro-metanotal muscle,False
HAO:0000618,-14.09878,23.52,9.271223, metapleuro-metasubalar muscle,False
HAO:0000619,-13.03812,23.52,10.33188, metapleuro-metatrochanteral muscle,False
HAO:0000620,-11.97746,23.52,11.39254, metapleuro-third axillary sclerite of hind wing muscle,False
HAO:0000621,-10.9168,23.52,12.4532, metapleuron,False
HAO:0000622,-9.856136,23.52,13.51386, metapostnotum,False
HAO:0000623,-8.795476,23.52,14.57452, metascutellar arm,False
HAO:0000624,-7.734816,23.52,15.63518, metascutellar carina,False
HAO:0000625,-6.674156,23.52,16.69584, metascutellum,False
HAO:0000626,-5.613496,23.52,17.7565, metasoma,False
HAO:0000627,-4.552836,23.52,18.81716, metasomal depression,False
HAO:0000628,-3.492175,23.52,19.87782, metasternum,False
HAO:0000629,-2.431515,23.52,20.93848, metasubalare,False
HAO:0000630,-1.370855,23.52,21.99915, metathorax,False
HAO:0000631,-32.13,22.02,-8.76, metatibia,False
HAO:0000632,-31.06934,22.02,-7.69934, metepimeron,False
HAO:0000633,-30.00868,22.02,-6.63868, metepisternal depression,False
HAO:0000634,-28.94802,22.02,-5.578019, metepisternum,False
HAO:0000635,-27.88736,22.02,-4.517359, mid coxa,False
HAO:0000636,-26.8267,22.02,-3.456699, mid leg,False
HAO:0000637,-25.76604,22.02,-2.396039, midpit,False
HAO:0000638,-24.70538,22.02,-1.335379, monocondylic joint,False
HAO:0000639,-23.64472,22.02,-0.274719, mouthparts,False
HAO:0000640,-22.58406,22.02,0.785942, multiporous plate sensillum,False
HAO:0000641,-21.5234,22.02,1.846602, muscle,False
HAO:0000642,-20.46274,22.02,2.907262, muscle bearing process of the metanotum,False
HAO:0000643,-19.40208,22.02,3.967922, musculus retractor unguis,False
HAO:0000644,-18.34142,22.02,5.028582, netrion,False
HAO:0000645,-17.28076,22.02,6.089242, netrion apodeme,False
HAO:0000646,-16.2201,22.02,7.149903, netrion sulcus,False
HAO:0000647,-15.15944,22.02,8.210563, notaulus,False
HAO:0000648,-14.09878,22.02,9.271223, notch,False
HAO:0000649,-13.03812,22.02,10.33188, notopleural suture,False
HAO:0000650,-11.97746,22.02,11.39254, notum,False
HAO:0000651,-10.9168,22.02,12.4532, nucha,False
HAO:0000652,-9.856136,22.02,13.51386, occipital arch,False
HAO:0000653,-8.795476,22.02,14.57452, occipital carina,False
HAO:0000654,-7.734816,22.02,15.63518, propleural fossa of the cranium,False
HAO:0000655,-6.674156,22.02,16.69584, occipital depression,False
HAO:0000656,-5.613496,22.02,17.7565, occipital sulcus,False
HAO:0000657,-4.552836,22.02,18.81716, occiptal condyle,False
HAO:0000658,-3.492175,22.02,19.87782, occiput,False
HAO:0000659,-2.431515,22.02,20.93848, occlusor muscle apodeme,False
HAO:0000660,-1.370855,22.02,21.99915, ocellar fovea,False
HAO:0000661,-32.13,20.52,-8.76, ocellus,False
HAO:0000662,-31.06934,20.52,-7.69934, ocular ocellar line,False
HAO:0000663,-30.00868,20.52,-6.63868, ocular sclerite,False
HAO:0000664,-28.94802,20.52,-5.578019, ocular suture,False
HAO:0000665,-27.88736,20.52,-4.517359, odontoidea,False
HAO:0000666,-26.8267,20.52,-3.456699, ommatidium,False
HAO:0000667,-25.76604,20.52,-2.396039, open coxal cavity,False
HAO:0000668,-24.70538,20.52,-1.335379, operculum,False
HAO:0000669,-23.64472,20.52,-0.274719, oral cavity,False
HAO:0000670,-22.58406,20.52,0.785942, oral foramen,False
HAO:0000671,-21.5234,20.52,1.846602, orbicula,False
HAO:0000672,-20.46274,20.52,2.907262, orbit,False
HAO:0000673,-19.40208,20.52,3.967922, orbital band,False
HAO:0000674,-18.34142,20.52,5.028582, orbital carina,False
HAO:0000675,-17.28076,20.52,6.089242, outer carina of the mandible,False
HAO:0000676,-16.2201,20.52,7.149903, outer groove,False
HAO:0000677,-15.15944,20.52,8.210563, outer orbit,False
HAO:0000678,-14.09878,20.52,9.271223, ovipore,False
HAO:0000679,-13.03812,20.52,10.33188, ovipositor,False
HAO:0000680,-11.97746,20.52,11.39254, ovipositor sheath,False
HAO:0000681,-10.9168,20.52,12.4532, paddle shaped seta,False
HAO:0000682,-9.856136,20.52,13.51386, palpifer,False
HAO:0000683,-8.795476,20.52,14.57452, palpus,False
HAO:0000684,-7.734816,20.52,15.63518, paracoxal ridge,False
HAO:0000685,-6.674156,20.52,16.69584, paracoxal sulcus,False
HAO:0000686,-5.613496,20.52,17.7565, paraglossa,False
HAO:0000687,-4.552836,20.52,18.81716, premento-paraglossal muscle,False
HAO:0000688,-3.492175,20.52,19.87782, paramandibular process,False
HAO:0000689,-2.431515,20.52,20.93848, paraocular area,False
HAO:0000690,-1.370855,20.52,21.99915, paraocular carina,False
HAO:0000691,-32.13,19.02,-8.76, paraocular lobe,False
HAO:0000692,-31.06934,19.02,-7.69934, parapenis,False
HAO:0000693,-30.00868,19.02,-6.63868, parapenisjugum,False
HAO:0000694,-28.94802,19.02,-5.578019, parapsidal line,False
HAO:0000695,-27.88736,19.02,-4.517359, parapsis,False
HAO:0000696,-26.8267,19.02,-3.456699, parascrobal area,False
HAO:0000697,-25.76604,19.02,-2.396039, parascutal carina,False
HAO:0000698,-24.70538,19.02,-1.335379, paravalva,False
HAO:0000699,-23.64472,19.02,-0.274719, parietal,False
HAO:0000700,-22.58406,19.02,0.785942, parietal band,False
HAO:0000701,-21.5234,19.02,1.846602, parossiculo-penisvalval muscle,False
HAO:0000702,-20.46274,19.02,2.907262, parossiculo-phallotremal muscle,False
HAO:0000703,-19.40208,19.02,3.967922, parossiculus,False
HAO:0000704,-18.34142,19.02,5.028582, patch,False
HAO:0000705,-17.28076,19.02,6.089242, pectus,False
HAO:0000706,-16.2201,19.02,7.149903, pedicel,False
HAO:0000707,-15.15944,19.02,8.210563, penisvalva,False
HAO:0000708,-14.09878,19.02,9.271223, penisvalvo-endophallal muscle,False
HAO:0000709,-13.03812,19.02,10.33188, penisvalvo-gonossiculal muscle,False
HAO:0000710,-11.97746,19.02,11.39254, penisvalvo-phallotremal muscle,False
HAO:0000711,-10.9168,19.02,12.4532, peristome,False
HAO:0000712,-9.856136,19.02,13.51386, peritreme,False
HAO:0000713,-8.795476,19.02,14.57452, phallobase,False
HAO:0000714,-7.734816,19.02,15.63518, phallotrema,False
HAO:0000715,-6.674156,19.02,16.69584, pharate adult,False
HAO:0000716,-5.613496,19.02,17.7565, phragma,False
HAO:0000717,-4.552836,19.02,18.81716, pile,False
HAO:0000718,-3.492175,19.02,19.87782, pit,False
HAO:0000719,-2.431515,19.02,20.93848, planta,False
HAO:0000720,-1.370855,19.02,21.99915, pleural apodeme,False
HAO:0000721,-32.13,17.52,-8.76, pleural apophysis,False
HAO:0000722,-31.06934,17.52,-7.69934, pleural area,False
HAO:0000723,-30.00868,17.52,-6.63868, pleural pit,False
HAO:0000724,-28.94802,17.52,-5.578019, pleural ridge,False
HAO:0000725,-27.88736,17.52,-4.517359, pleural suture,False
HAO:0000726,-26.8267,17.52,-3.456699, pleural wing process,False
HAO:0000727,-25.76604,17.52,-2.396039, pleurite,False
HAO:0000728,-24.70538,17.52,-1.335379, pleuro-ventral line,False
HAO:0000729,-23.64472,17.52,-0.274719, pleuron,False
HAO:0000730,-22.58406,17.52,0.785942, pleurostoma,False
HAO:0000731,-21.5234,17.52,1.846602, pleurostomal condyle,False
HAO:0000732,-20.46274,17.52,2.907262, pleurostomal fossa,False
HAO:0000733,-19.40208,17.52,3.967922, pleurostomal ridge,False
HAO:0000734,-18.34142,17.52,5.028582, pleurostomal suture,False
HAO:0000735,-17.28076,17.52,6.089242, plica,False
HAO:0000736,-16.2201,17.52,7.149903, plica basalis,False
HAO:0000737,-15.15944,17.52,8.210563, plica vannalis,False
HAO:0000738,-14.09878,17.52,9.271223, plical area,False
HAO:0000739,-13.03812,17.52,10.33188, pollex,False
HAO:0000740,-11.97746,17.52,11.39254, postacetabular patch,False
HAO:0000741,-10.9168,17.52,12.4532, postacetabular sulcus,False
HAO:0000742,-9.856136,17.52,13.51386, postalar process,False
HAO:0000743,-8.795476,17.52,14.57452, postclypeus,False
HAO:0000744,-7.734816,17.52,15.63518, postcubitus,False
HAO:0000745,-6.674156,17.52,16.69584, anterior cranio-mandibular muscle,False
HAO:0000746,-5.613496,17.52,17.7565, posterior extension of preaxilla,False
HAO:0000747,-4.552836,17.52,18.81716, posterior glossal plate,False
HAO:0000748,-3.492175,17.52,19.87782, posterior glossal sclerite,False
HAO:0000749,-2.431515,17.52,20.93848, posterior labral retractor,False
HAO:0000750,-1.370855,17.52,21.99915, posterior lingual plate,False
HAO:0000751,-32.13,16.02,-8.76, posterior mesepimeral area,False
HAO:0000752,-31.06934,16.02,-7.69934, posterior mesepimeral inflection,False
HAO:0000753,-30.00868,16.02,-6.63868, posterior mesofurco-mesolaterophragmal muscle,False
HAO:0000754,-28.94802,16.02,-5.578019, posterior mesonoto-mesotrochanteral muscle,False
HAO:0000755,-27.88736,16.02,-4.517359, posterior mesopleuro-mesofurcal muscle,False
HAO:0000756,-26.8267,16.02,-3.456699, posterior mesopleuro-third axillary sclerite of fore wing muscle,False
HAO:0000757,-25.76604,16.02,-2.396039, posterior mesoscutellar sulcus,False
HAO:0000758,-24.70538,16.02,-1.335379, posterior notal wing process,False
HAO:0000759,-23.64472,16.02,-0.274719, posterior ocellar line,False
HAO:0000760,-22.58406,16.02,0.785942, posterior profurcal lamella,False
HAO:0000761,-21.5234,16.02,1.846602, posterior pronotal inflection,False
HAO:0000762,-20.46274,16.02,2.907262, posterior pronotal sulcus,False
HAO:0000763,-19.40208,16.02,3.967922, posterior propodeal projection,False
HAO:0000764,-18.34142,16.02,5.028582, posterior scutellar depression,False
HAO:0000765,-17.28076,16.02,6.089242, posterior scutum,False
HAO:0000766,-16.2201,16.02,7.149903, posterior subalar pit,False
HAO:0000767,-15.15944,16.02,8.210563, posterior supraalar area,False
HAO:0000768,-14.09878,16.02,9.271223, posterior tentorial pit,False
HAO:0000769,-13.03812,16.02,10.33188, posterior thoracic spiracle,False
HAO:0000770,-11.97746,16.02,11.39254, posterodorsal edge of pronotum,False
HAO:0000771,-10.9168,16.02,12.4532, posterodorsal edge of the mesopleuron,False
HAO:0000772,-9.856136,16.02,13.51386, posterolateral pronotal area,False
HAO:0000773,-8.795476,16.02,14.57452, posterolateral pronotal carina,False
HAO:0000774,-7.734816,16.02,15.63518, posterolateral pronotal sulcus,False
HAO:0000775,-6.674156,16.02,16.69584, posteroventral metapleural pit,False
HAO:0000776,-5.613496,16.02,17.7565, postgena,False
HAO:0000777,-4.552836,16.02,18.81716, postgenal bridge,False
HAO:0000778,-3.492175,16.02,19.87782, postgenal cushion,False
HAO:0000779,-2.431515,16.02,20.93848, postgenal pit,False
HAO:0000780,-1.370855,16.02,21.99915, postgenal sulcus,False
HAO:0000781,-32.13,14.52,-8.76, postgenal suture,False
HAO:0000782,-31.06934,14.52,-7.69934, postlabium,False
HAO:0000783,-30.00868,14.52,-6.63868, postmarginal vein,False
HAO:0000784,-28.94802,14.52,-5.578019, postmedian notal wing process,False
HAO:0000785,-27.88736,14.52,-4.517359, postmentum,False
HAO:0000786,-26.8267,14.52,-3.456699, postnotum,False
HAO:0000787,-25.76604,14.52,-2.396039, postoccipital ridge,False
HAO:0000788,-24.70538,14.52,-1.335379, postoccipital sulcus,False
HAO:0000789,-23.64472,14.52,-0.274719, postoccipital suture,False
HAO:0000790,-22.58406,14.52,0.785942, postocciput,False
HAO:0000791,-21.5234,14.52,1.846602, postocellar furrow,False
HAO:0000792,-20.46274,14.52,2.907262, postocellar vertex,False
HAO:0000793,-19.40208,14.52,3.967922, postorbital carina,False
HAO:0000794,-18.34142,14.52,5.028582, postpectal carina,False
HAO:0000795,-17.28076,14.52,6.089242, postphragma,False
HAO:0000796,-16.2201,14.52,7.149903, poststernite,False
HAO:0000797,-15.15944,14.52,8.210563, posttergite,False
HAO:0000798,-14.09878,14.52,9.271223, preapical tooth,False
HAO:0000799,-13.03812,14.52,10.33188, prearticular incisure,False
HAO:0000800,-11.97746,14.52,11.39254, preaxilla,False
HAO:0000801,-10.9168,14.52,12.4532, preaxillar carina,False
HAO:0000802,-9.856136,14.52,13.51386, prelabium,False
HAO:0000803,-8.795476,14.52,14.57452, postmento-premental muscle,False
HAO:0000804,-7.734816,14.52,15.63518, prementum,False
HAO:0000805,-6.674156,14.52,16.69584, preoccipital carina,False
HAO:0000806,-5.613496,14.52,17.7565, preoccipital furrow,False
HAO:0000807,-4.552836,14.52,18.81716, preoccipital lunula,False
HAO:0000808,-3.492175,14.52,19.87782, preocellar pit,False
HAO:0000809,-2.431515,14.52,20.93848, preoral cavity,False
HAO:0000810,-1.370855,14.52,21.99915, preorbital carina,False
HAO:0000811,-32.13,13.02,-8.76, prepectus,False
HAO:0000812,-31.06934,13.02,-7.69934, prepupa,False
HAO:0000813,-30.00868,13.02,-6.63868, prescutal ridge,False
HAO:0000814,-28.94802,13.02,-5.578019, prescutal sulcus,False
HAO:0000815,-27.88736,13.02,-4.517359, prescutum,False
HAO:0000816,-26.8267,13.02,-3.456699, prespecular sulcus,False
HAO:0000817,-25.76604,13.02,-2.396039, prespiracular propodeal area,False
HAO:0000818,-24.70538,13.02,-1.335379, presternum,False
HAO:0000819,-23.64472,13.02,-0.274719, prestigma,False
HAO:0000820,-22.58406,13.02,0.785942, pretarsus,False
HAO:0000821,-21.5234,13.02,1.846602, primary gonopore,False
HAO:0000822,-20.46274,13.02,2.907262, process,False
HAO:0000823,-19.40208,13.02,3.967922, prodiscrimen,False
HAO:0000824,-18.34142,13.02,5.028582, prodiscrimenal lamella,False
HAO:0000825,-17.28076,13.02,6.089242, profurca,False
HAO:0000826,-16.2201,13.02,7.149903, profurcal arm,False
HAO:0000827,-15.15944,13.02,8.210563, profurcal pit,False
HAO:0000828,-14.09878,13.02,9.271223, profurco-laterocervical muscle,False
HAO:0000829,-13.03812,13.02,10.33188, projection,False
HAO:0000830,-11.97746,13.02,11.39254, pronope,False
HAO:0000831,-10.9168,13.02,12.4532, pronotal cervical sulcus,False
HAO:0000832,-9.856136,13.02,13.51386, pronotal collar,False
HAO:0000833,-8.795476,13.02,14.57452, pronotal cushion,False
HAO:0000834,-7.734816,13.02,15.63518, pronotal flange,False
